,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
541,"NEVER STOP LOOKING UP✨
@philipp.weidner98 @ww.fotografie 

#photography #portraitphotography #portrait #portraitmood #portraitsmadeingermany #portraits #photoshooting #photographylover #neonlights #blondeshorthair #blondehair #blonde #hair #hairstylist #fashion #beauty #frankfurt #berlin #newyork #losangeles #urbanphotography #urbanart #aschaffenburg #germany #pink #blue",0,10,melanieneumeier,51.165691,10.451526,DE,Germany,no mention
544,"Son zamanlarda ülkeye bakınca böyle insanlar görüyorum.
.
.
.
.
#art
#streetart 
#salihuygun 
#contemporaryart 
#portrait
#artist 
#vsco
#sketch
#illustration",0,11,salihuygun,37.215374,28.363394,Muğla,Turkey,no mention
546,#heartlocks #streetart #overtonsquare #memphis #writeronthebayou,0,0,bayou_writer,37.0395507,-95.6139297,401,United States,no mention
547,"Mur libre expression 😁

#art #arturbain #streetart #street #grafer #artiste #dessin  #orleans #piaofamily  #liberte #grafeure  #loiret #france #94 #olivet #studagram #collage #roadsorleans #fresqueurbaine #peintureurbaine #nikonphoto #nikon  #igers #igersorleans #igersfrance #mtn #instapic #aka  #instastreetart",0,2,nicophotos45,47.7515686,1.6750631,Centre-Val de Loire,France,no mention
548,"So there’s now a badass Minotaur mural in #AlbanyNY now? When did this happen? Also I love my city!

#urbanphotography #urbanexploration #citylife #sightseeing #touristinmyowncity #skyline #skyscrapers #streetphotography #streetart #graffiti #publicart #albany #downtownalbany #artfulalbany #albanydoesntsuck #smallbany #iloveny #upstateny #discoveralbany #spraypaint #citylife #minotaur #badass",0,1,crotchetyoldadventurer,42.6474278,-73.7571859,140,United States,no mention
550,"#goodfriday
#streetart #localwalks #art #streetphotography

#leeds #leedslife
#godsowncountry #yorkshirelife #yorkshirephotography #visityorkshire #youryorkshire #yorkshirelass #your_yorkshire #explore #adventure",0,3,gemwanderstheglobe,53.8007554,-1.5490774,Leeds,United Kingdom,no mention
551,"[LA GRAN PREGUNTA]
¶
¿Qué hacer? ¿Abrir al mar la estancia de la muerte? ¿O enterrarse  entre piedras que encierran amonitas fantasmas y prueban que fue agua este desierto humano?
¶
(Ida Vitale)
¶
#dailypic #instagood #all_shots #streetphotography #color #wanderlust #instatravel #aroundtheworld #catalunya #streetart #graffiti #urbanscape #instapoetry #bestoftheday",0,2,all.about.victor,40.46366700000001,-3.74922,ES,Spain,no mention
555,"Skelton 

#blackandwhite 
#blackandwhitephotography 
#streetphotography 
#street_incity 
#streetart 
#streetislife 
#streetsnappers 
#streetphotographybw 
#bnwphotography 
#bnwmood 
#bnw 
#bnwminimalismmag 
#bnw_lightandshadow 
#bnw_minimalism 
#minimalism 
#earlyspring 
#skelton #plantlife 
#monochrome 
#monochromephotography 
#regrowth 
#bnw_grayblackwhite",0,7,luluparee,46.227638,2.213749,FR,France,no mention
559,"Some people don’t know the beauty that is in Flint. We’ve come a long way since I was a kid and the city just continues to grow. Remember to always water the roots! 
.
What city did did you grow up in? Post in the comments!
.
.
.
.
.
#Homegrown #flycity #flint #flinttown #michiganmade #flintart #graffitis #muralart #tjaofficial #SRST #backtotheroots #beanieseason",0,2,tjaofficial,44.3148443,-85.60236429999999,MI,United States,no mention
561,#essentialworkers #streetArt #muralart #winwood #winwoodwalls #alePendiente @alependiente,0,1,alependiente,25.8012706,-80.19932469999999,Wynwood Walls,United States,no mention
562,Tus  ojos son mi debilidad ante mi corazon de Acero.  #muralart  #murales #puentealto #photographyart #streetmural #streetartphotography #streetartist #streetart #steelheart #miradas #campanasdeenero #ojos #eyes #graffitiart,0,3,willburton2007,34.4673222,-83.5737843,Alto,United States,no mention
563,"Painting portraits
#art
#muralart
#paintingportraits",0,1,yudhi_wh,-8.1248553,112.6705194,Sudimoro,Indonesia,no mention
565,"Poulpe des murs palpe des maires

#othersidegraff #trashgraff #antistylers #uglyevropa #graffitilobster #postgraffitism #uglygraffiti #muralart #modernart #comptemporaryart #hiphop #graffiti #calligraffiti #poulpe #pieuvre #graffiticharacter #montanacans #pixação #spraycanart #streetart #graffitioftheday #painting",0,4,festane_bxl,34.8142244,-82.4170802,Ste. D,United States,no mention
568,#mural #arte #arteurbano #artecallejero #dimasnota #mdp #calavera #foto #fotografia #fotourbana #fotografiaurbana #rosario #santafe #argentina,0,0,matith80,-32.9753753,-60.64425869999999,Sur,Argentina,no mention
569,"▪ Fall ▪
▪ Black letters ▪
▪
▪
▪
#fall #blackletter #black #goth #gothic #lettering #letteringart #letteringtattoo #fist #darklettering #dark #darkness #mural #letteringshow #letteringcartel #letteringhustlers #letras #thessaloniki #skg #greece #script #custom #design #customlettering #customized #ink #inklife 
@letteringhustlers 
@letteringshow 
@letteringcartel 
@lettering_dealerz 
@bestlettering",0,16,level.ninetynine,37.2241516,-95.7074966,115,United States,no mention
570,"Tak oto zakończył żywot jeden z moich ulubionych murali, autorstwa @nomad.clan Na miejscu dawnego industrialu powstaną kolejne apartamenty (jak wszędzie w tym mieście), w liczbie 420 mieszkań (xD). W zasadzie tuż obok zamknięty już chyba na stałe bar mleczny. (Pierwsze zdjęcie nie moje, tylko od urban forms)

#mural #destroy #łódź #widzew #wima #changes",0,0,aaaxoa,51.919438,19.145136,PL,Poland,no mention
571,#thankyou #love #april #artist #mural #community #longreachvillagecenter  #columbiamaryland #howardcountymd #doodlehatch #family,0,0,doodlehatch,32.7487072,-97.3362925,Suite 200,United States,no mention
573,Some things never come back. #love #art #photography #toronto #streetart #mural #creative #yyz,0,0,yonkokiado,43.7248331,-79.30510819999999,Eglinton Ave E,Canada,no mention
574,"Happy Friday!
_____________________________________
#stpetersburg #florida #mural
#stpetersburgflorida #smile
#ilovetheburg #stpetefl #tgif
#livinginparadise #igersstpete #instaburg
#sunshinecity #floridalife #lovefl #stpetelife #beautifulstpete #dtsp #tampabay #gotostpete #stpeteiscool",0,0,sueloves_food_wine_travel,37.2279279,-77.40192669999999,Petersburg,United States,no mention
577,"Les comparto el video del proyecto en el que estuve hace  unos días, pintando en la playita. 

La historia de “El Morro”(nombre del gatito) forma parte de una familia que les recuerda el amor y compañía que se tenían el y la persona que se nos adelantó de este plano. 

Me siento muy emocionado cuando pintó historias de familias, anécdotas y ese amor que fluye en sus corazones. 

Abrazamos la vida y honremos la muerte. 

Gracias por seguir confiandome sus historias para plasmarlos en muros, gracias por valorar mi trabajo. 

#murales #Tuyub #art #cat #mural #arte #gato #instacat #instagood #artwork #campeche #méxico #wall #wallart #wallpainting #artoftheday #inspirationmyinstagram #artistsoninstagram #artistsupport #artistlife",0,8,tuyub_m,19.7661867,-90.64944059999999,Vía de San Lorenzo,Mexico,no mention
579,"Hermosa jornada de ayer en el @merendero.comedor1 junto a los chicos de @pequesdeloeste colaborando en el armado de una huerta y pintando un mural. Además de hacerle llegar a cada nene un huevo de pascua. Sigamos ayudando entre todos. 💙🧡💙
.
.
.
#lasantasolidaria #lasantamilanesa #lashantaaa #solidaridad #merenderos #zonaoeste #moron #manitosdedios #pequesdeloeste #ayudar #mural #pintura #huerta #huevosdepascua #colaborar",0,4,lasantamilanesa,-34.6036844,-58.3815591,CABA,Argentina,no mention
581,"The other day
Eau Gallie Arts District
#eaugallie #eaugallieartsdistrict #egad #mural #wallart #streetart #painting #artpiece 
@dave_thomas_paintings",0,0,angelina_ae_photography,28.13192,-80.62937459999999,1542,United States,no mention
583,"COLEÇÃO VALE DA LUA

Que tal viajar à lua? Tudo bem, isso com toda certeza não é algo que você possa fazer nesta vida. Mas, com um pouco de imaginação, qualquer um pode viajar para onde quiser. Não é mesmo? Então, vem comigo!!!! 
Você é meu convidado a pisar neste satélite natural da terra, o Vale da Lua, situado no Brasil, em Goiás, mais precisamente na CHAPADA DOS VEADEIROS. 

*Ambiente ilustrativo 

#fineart #homodecor #artwork #telas #quadros #design #interiordesign #decoracao #fineartphotography #landscape #andreaschaeferfineart #photography #arte #artista #urbanart #arquitecture #decor #interior #designdeinteriores #texture # #foto #fotografia #fotografo #art #artista #cityscape #urbanart #arquitecture #valedalua #goias",0,2,andreaschaefer_fineart,-14.1364794,-47.52282940000001,s/n,Brazil,no mention
585,@gregosart #gregosart #montmartre #streetart #arturbain #urbanart #paris18 #visage,0,11,lecyves,48.8925659,2.3447489,Jules Joffrin,France,@gregosart
586,"observer les bris 🔨
.
.
.
#streetleaks #ourstreets #myspc #burnmagazine #eyeshotmag #fujifilmz
#nowherediary #curiouscameraclub 
#reframedmag #streetdreamsmag #ihatestreetphotography #peraphotogallery #fujiframez #streetphotocollective #streetphotographerscommunity #mtlphoto #mtiphotography #photography #montreal #montrealphoto #urbanphotography #urbanart #urbanstreetphotography #mtlmoments",0,5,antoninphotos,46.8138783,-71.2079809,Quebec City,Canada,no mention
588,Waffles💛🤍💜💙 #easterwaffles #waffles #ostern #lockdownlife #waffeln #baking #bakinglove #backen #urbanart #blogger #yummy #dessert #foodporn #foodlover #belgischewaffeln #belgium #ahornsirup #ahorn #dessert #nachspeise #freeyourmind #equality #wirhabenplatz #wienliebe #wien #küchenideen #nachspeise #hotandgreasy #lecker #leckerschmecker #springiscoming #easterbunny,0,7,madmoiselleina,33.7203153,-116.357875,74-945,United States,no mention
590,"И все же - весна!
#антонмазаев #antonmazaev #moscow #mgri #mgri_rggru #мгри #рггру #работа #учеба #вуз #геологоразведочный #москва #город #закат #вечер #солнце #весна #отражение #sky #architecture #city #urban #skyporn #building #downtown #skylovers #citylife #buildings #urbanart #window",0,16,antonmazaev1979,55.649458,37.5126189,23,Russia,no mention
591,#urbanphotography #urban #urbanart #swagger,0,2,grindelwald_a_r_s_h_a_d,12.9715987,77.5945627,Bengaluru,India,no mention
592,zBᵣₐdₛG = #setorcentral #goiania #goias #grafitti #sticker #stencil #picho #lambelambe #grafittifineart #arte #art #artederua #streetart #arteurbana #urbanart #spray #sprayart #skate #surf #sk8 #sk8hi #brasil #brazil #meuclicnafolha📸 #jornaloglobo,0,2,zbradsg,36.7443293,-95.9738658,815,United States,no mention
594,"Artiste @petitepoissone 

#graff #graffiti #streetart #urbanart #ecriture #écriture #mots #motsdamour",0,3,leszartsdelastreet,46.227638,2.213749,FR,France,no mention
596,Poste x Jkob  Baw crew #lifestyle #jacoblopes #jkob #grafit #sprayart #canvas #art #artoftheday #streetart #urbanart #baw #bawcrew #picoftheday #instamood,0,3,iamjacoblopes,-8.8146556,13.2301756,Luanda,Angola,no mention
599,".
.
.
.
.
.
.
.
.
.
.
#malvinasargentinas #art #photography #photographer #pic #picture #photo #streetstyle #streetphotography #freestyle #urbanstyle #wallart #urbanart #streetart #city",0,4,art_culturerosario,-32.9365131,-60.67123420000001,Luis Agote,Argentina,no mention
601,Vivement le retour des feuilles #papier #natureenville #feuillevolante #feuillesvertes  #nature #natureinthecity #leaves #papersheet #printemps #renouveau #spring #rebirth #naturealwayswins #lanaturegagnetoujours #streetart #streetartmontreal #graffiti #graffitimontreal #collage #pasteart #collagemontreal #streetartist ?,0,0,ana.l.borboleta,46.8138783,-71.2079809,Quebec City,Canada,no mention
602,#streetart #straatkunst #straatkunstrotterdam #streetphotographyinternational #streetphotography #rotterdam #rotterdamcity #rotterdamhotspots #rotterdam010 #rottergram #rotterdam_holland #rottergram010 #creativestreetart #kunstenaar #straatbeeld #straatfotografie #straatfotograaf #straatfoto #demaas #havenstad #vuurtoren #lighthouse,0,5,naviendk,52.132633,5.291265999999999,NL,Netherlands,no mention
603,#larafistolerie #love #poetry #loireatlantique #faitmain #trentemoult #paris #couture #amour #atelier #poesie #illustrateur #artisanat #poete #heartmade #art #illustration #streetart  #broderie #spectacle #conte #nature #coeur #litteraturejeunesse #france #bien-être #nantes #citation #paysdelaloire #rencontre,0,2,larafistolerie,46.227638,2.213749,FR,France,no mention
604,"Estampe @alexone_dizac !

Lithographie chez @atelier.clot 

Rehaussée en marquage à chaud à @ateliermartial 

Quelques exemplaires dispo à l’atelier 

#ateliermartial #estampe #atelierclot #lithographie #marquageachaud #dorure #gold #gilding #alexone #streetart #paris #printisnotdead #limitededition",0,6,ateliermartial,37.036286,-95.6166872,118,United States,no mention
605,"This mural is called ‘Feelings’ and expresses the concept that regardless of skin color or socioeconomic status or country of origin, we all experience the same universal feelings. “We laugh, we cry, we get angry, etcetera. We are all the same.” 

With everything going on lately, it’s always a great reminder to be fkn kind. We are all the same...

🎨 @reda3sb @sumo_theamericanbully

 
✨

❤️ 

✨ 

❤️

✨

❤️ 

✨

❤️

 
#americanbully #dontbullymybully #dontbullymybreed #ddflike #rolldogsposse #endbsl #bullybreeds #dogsoftampabay #worldofbullies #worldofamericanbully #dogsofbark #bullylove #sparkpaws #pitbulllove #itsadogslife #dogphotography #bullylove #americanbulliesofinstagram #wlw #benice #stopaapihate #stopthehate #streetart #shineonstpete #dtsp",0,6,hdk_lux_products,31.9685988,-99.9018131,TX,United States,no mention
609,งานช่วย MG move forward activity #Wat #temple #buddhist #buddha #thailand #bangkok  #picture #sunshine #workday #panorama #landscape #garden #landscapephotography #photographer #cool  #relax #hobby #building #officebuilding #theworldisbeautiful #arttherapy #street #streetstyle #streetart #lonelyplanet #theworldisyours  #theworldisbeautifulbypatzy 📸 #niceplace,0,5,patzy_ka,15.870032,100.992541,TH,Thailand,no mention
611,"Well hidden in a little village in East Flanders.
.
.
.
.
#streetart #graffiti #streetphotographer #simpsons #thesimpsons #margesimpson #photoderue #tags #artderue",0,3,tofbe.photography,50.503887,4.469936,BE,Belgium,no mention
613,"Ruth Bader Ginsberg (15 March 1933 - 18 September 2020) New York City, USA.

Justice Ginsberg was a history-making jurist on the US Supreme Court, a feminist icon and American national treasure.

Ginsburg became only the second woman ever to serve as a justice on the nation's highest court. On and off the court, she was a lifelong advocate of gender equality, fond of joking that there would be enough women on the nine-seat Supreme Court ""when there are nine"".

The 7-foot-tall, 650-pound statue was unveiled last week at City Point Brooklyn, a mixed-use development about a half mile away from the Brooklyn Bridge.

It was created by Australian artists Gillie and Marc, who got Ginsburg's approval for the statue before she died in September 2020 from complications of metastatic pancreas cancer.

Courtesy of @statues.for.equality 

#statues #statue #sculptures #sculpture #glasses #statueswithglasses #rbg #rithbaderginsberg #feminism #genderequality #equality #newyork #ussupremecourt #brooklyn #newyorkhistory #ushistory #womenshistorymonth #arrhistory #streetart #urbandetails #metalart #streetphotography",0,5,statueswithglasses,40.7127753,-74.0059728,New York,United States,no mention
